name      ,alt_name_1   ,ra        ,dec      ,morph_type,log_d25,log_ae,phot_mag,surf_brtness_d25,h_21cm_w20,radial_velocity_gsr,class            
A 0947+28 ,MCG 5-23-40  ,09 50 11.0,+28 00 46,.E.1.$.   ,0.62,      ,        ,                ,109,1394,ELLIPTICAL GALAXY
          ,ESO 241-10   ,00 01 02.9,-43 19 48,.E+2...   ,1.16,      ,14.06,                ,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 3307     ,05 27 54.0,+63 52 00,.E.....   ,0.96,      ,14.6,                ,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 10115    ,15 57 08.8,+63 55 02,.E.....   ,1.11,      ,13.83,                ,          ,9389,ELLIPTICAL GALAXY
          ,             ,12 28 06.3,+12 04 43,.E?....   ,0.41,      ,        ,12.76,          ,                   ,ELLIPTICAL GALAXY
IC 1131   ,MCG 2-40-8   ,15 38 51.7,+12 04 50,.E.1.*.   ,0.82,      ,14.81,                ,          ,                   ,ELLIPTICAL GALAXY
IC 794    ,UGC 7585     ,12 28 08.7,+12 05 36,.E+..*.   ,1.12,      ,14.4,14.36,          ,1734,ELLIPTICAL GALAXY
IC 767    ,MCG 2-31-42  ,12 11 02.8,+12 06 16,.E?....   ,0.84,      ,14.77,                ,          ,1691,ELLIPTICAL GALAXY
          ,ESO 349-10   ,23 57 00.7,-34 45 30,.E+4...   ,1.37,      ,13.86,                ,          ,14697,ELLIPTICAL GALAXY
IC 642    ,UGC 5905     ,10 48 08.5,+18 11 24,.E?....   ,1.15,      ,13.63,                ,          ,5851,ELLIPTICAL GALAXY
NGC 1416  ,ESO 482-34   ,03 41 02.8,-22 43 07,.E.1.*.   ,1.12,      ,13.92,                ,          ,2072,ELLIPTICAL GALAXY
IC 4021   ,MCG 5-31-80  ,13 00 14.3,+28 02 26,.E.....   ,0.61,0.07,15.74,13.89,          ,5742,ELLIPTICAL GALAXY
NGC 4908  ,MCG 5-31-92  ,13 00 50.8,+28 02 30,.E.5...   ,1.02,0.5,14.41,14.66,          ,8819,ELLIPTICAL GALAXY
NGC 4929  ,MCG 5-31-111 ,13 02 44.5,+28 02 43,.E.1.*.   ,1.02,      ,14.37,                ,          ,6354,ELLIPTICAL GALAXY
NGC 7558  ,MCG 3-59-16  ,23 15 38.4,+18 55 10,.E?....   ,0.6,      ,        ,13.85,          ,8983,ELLIPTICAL GALAXY
NGC 770   ,UGC 1463     ,01 59 13.2,+18 57 18,.E.3.*.   ,1.07,      ,13.91,                ,465,2534,ELLIPTICAL GALAXY
A 1015+64 ,MCG 11-13-18 ,10 19 12.0,+63 58 11,.E.3.$.   ,       ,      ,        ,                ,          ,12355,ELLIPTICAL GALAXY
NGC 3224  ,ESO 375-13   ,10 21 41.5,-34 41 45,.E+....   ,1.28,0.77,13.14,14.17,          ,2870,ELLIPTICAL GALAXY
NGC 962   ,UGC 2013     ,02 32 39.8,+28 04 12,.E.....   ,       ,      ,13.93,                ,          ,                   ,ELLIPTICAL GALAXY
IC 4012   ,CGCG 160-244 ,13 00 08.0,+28 04 42,.E.....   ,       ,      ,15.6,                ,          ,7236,ELLIPTICAL GALAXY
NGC 4865  ,UGC 8100     ,12 59 19.9,+28 05 04,.E.6...   ,0.97,0.28,14.68,13.79,          ,4600,ELLIPTICAL GALAXY
IC 4045   ,MCG 5-31-88  ,13 00 48.0,+28 05 22,.E.4...   ,0.89,0.4,15.05,13.88,          ,6926,ELLIPTICAL GALAXY
NGC 5011  ,ESO 269-65   ,13 12 51.9,-43 05 48,.E.1+..   ,1.38,0.9,12.34,14.14,          ,2937,ELLIPTICAL GALAXY
NGC 4155  ,UGC 7172     ,12 10 42.0,+19 02 00,.E.....   ,1.04,      ,14.34,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4510  ,UGC 7679     ,12 31 48.1,+64 14 03,.E.....   ,1.18,      ,13.98,                ,          ,2847,ELLIPTICAL GALAXY
A 1249-41 ,ESO 323-19   ,12 52 03.7,-41 27 36,.E+....   ,1.18,0.64,14.07,                ,          ,3787,ELLIPTICAL GALAXY
NGC 3710  ,UGC 6504     ,11 31 06.9,+22 46 04,.E.....   ,1,0.59,14.33,13.81,          ,6445,ELLIPTICAL GALAXY
          ,UGC 10662    ,17 01 30.0,+30 10 00,.E.....   ,1.18,      ,14.38,                ,          ,10899,ELLIPTICAL GALAXY
          ,ESO 384-55   ,14 07 40.3,-37 17 08,.E+3.P.   ,1.19,      ,14.08,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 410-5    ,00 15 31.2,-32 10 56,DE.3.*.   ,1.12,      ,14.85,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1172  ,MCG -3-8-59  ,03 01 36.1,-14 50 13,.E+..*.   ,1.37,1.11,12.62,14.15,          ,1502,ELLIPTICAL GALAXY
NGC 2943  ,UGC 5136     ,09 38 33.1,+17 02 00,.E.....   ,1.34,      ,13.42,                ,          ,8281,ELLIPTICAL GALAXY
NGC 7527  ,UGC 12428    ,23 13 36.0,+24 54 00,.E.....   ,1.11,      ,14.33,                ,          ,                   ,ELLIPTICAL GALAXY
          ,MCG 3-41-47  ,16 02 00.0,+17 04 00,.E.....   ,0.88,      ,14.79,                ,          ,11129,ELLIPTICAL GALAXY
NGC 7176  ,ESO 466-41   ,22 02 08.7,-31 59 25,.E...P*   ,1.02,      ,12.09,12.1,          ,2559,ELLIPTICAL GALAXY
NGC 7173  ,ESO 466-39   ,22 02 03.7,-31 58 25,.E+..P*   ,1.07,0.67,12.11,12.95,          ,2535,ELLIPTICAL GALAXY
NGC 4272  ,UGC 7378     ,12 19 48.1,+30 20 17,.E.....   ,1,      ,14.12,                ,          ,8456,ELLIPTICAL GALAXY
IC 1659   ,UGC 812      ,01 16 06.1,+30 20 58,.E.....   ,1.2,      ,14.14,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 315   ,UGC 597      ,00 57 49.1,+30 21 10,.E+..*.   ,1.51,1.09,12.23,14.24,          ,5089,ELLIPTICAL GALAXY
NGC 5092  ,UGC 8376     ,13 19 54.0,+23 00 00,.E.....   ,1,      ,14.31,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 387-16   ,15 16 42.3,-36 48 06,.E.5...   ,1.13,0.45,14.14,14.12,          ,                   ,ELLIPTICAL GALAXY
IC 4345   ,MCG 4-33-25  ,13 55 34.5,+25 02 58,.E?....   ,0.95,0.79,14.43,15.71,          ,8743,ELLIPTICAL GALAXY
          ,             ,13 31 27.7,-31 49 19,.E.2.P.   ,1.57,      ,        ,17.09,          ,                   ,ELLIPTICAL GALAXY
NGC 6841  ,ESO 461-23   ,19 57 49.2,-31 48 35,.E.0.*.   ,1.17,0.62,13.42,14.53,          ,                   ,ELLIPTICAL GALAXY
NGC 6482  ,UGC 11009    ,17 51 49.0,+23 04 20,.E...*.   ,1.3,      ,12.36,13.65,          ,4089,ELLIPTICAL GALAXY
IC 4422   ,MCG 5-34-39  ,14 25 54.0,+30 27 00,.E?....   ,       ,      ,14.92,                ,          ,9076,ELLIPTICAL GALAXY
NGC 6034  ,MCG 3-41-62  ,16 03 32.4,+17 11 53,.E+....   ,1.03,0.67,14.58,14.43,          ,10252,ELLIPTICAL GALAXY
          ,ESO 386-11   ,14 42 24.7,-36 34 21,.E?....   ,0.97,0.69,14.41,14.01,          ,7234,ELLIPTICAL GALAXY
          ,MCG 3-41-41  ,16 01 24.0,+17 14 00,.E.....   ,0.76,      ,15.33,                ,          ,10858,ELLIPTICAL GALAXY
